Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Ajax,37,34.0,53,1,0,347,394,53,566,276,254,7,0,1,1408,546,409,57.2
Almere City,33,34.0,53,3,0,360,287,31,630,334,333,0,0,4,1466,601,697,46.3
AZ Alkmaar,30,34.0,56,4,1,354,348,44,532,302,359,1,3,2,1537,431,500,46.3
Feyenoord,40,34.0,46,2,1,284,405,39,634,264,328,3,3,0,1442,435,423,50.7
Fortuna Sittard,30,34.0,69,3,2,397,355,41,604,327,344,6,4,0,1379,520,585,47.1
Go Ahead Eag,28,34.0,45,2,1,304,335,48,560,187,274,2,4,1,1371,452,469,49.1
Groningen,29,34.0,58,6,2,334,340,33,466,294,385,4,6,2,1467,594,649,47.8
Heerenveen,30,34.0,45,2,0,400,334,47,565,310,380,6,4,2,1582,462,544,45.9
Heracles Almelo,24,34.0,58,2,1,429,347,47,669,303,373,4,6,4,1439,561,499,52.9
NAC Breda,30,34.0,63,5,1,354,326,29,561,300,365,1,7,1,1422,624,568,52.3
NEC Nijmegen,25,34.0,51,3,1,368,352,33,723,284,352,2,2,4,1271,513,570,47.4
PSV Eindhoven,32,34.0,34,1,0,283,264,43,902,243,350,2,2,0,1692,506,380,57.1
RKC Waalwijk,29,34.0,43,7,3,313,283,44,580,334,378,1,8,2,1515,486,453,51.8
Sparta R'dam,29,34.0,50,3,1,326,286,45,682,316,353,2,5,2,1436,657,566,53.7
Twente,29,34.0,44,1,0,349,344,58,694,265,352,5,2,0,1475,485,556,46.6
Utrecht,27,34.0,48,1,0,352,367,38,707,330,400,0,4,1,1422,618,558,52.6
Willem II,26,34.0,61,3,1,345,286,36,566,297,332,3,6,3,1314,543,587,48.1
Zwolle,26,34.0,52,3,2,391,355,39,481,315,399,3,6,1,1502,507,528,49.0
